RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
10.209,29.771,4.58,0.0,0.0,0.0,10.209,29.771,4.58
0.082,0.189,0.067,0.0,0.0,0.0,0.082,0.189,0.067
0.803,0.635,1.463,,,,0.803,0.635,1.463
