RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
12.43,36.675,5.452,0.0,0.0,0.0,12.43,36.675,5.452
0.118,0.248,0.099,0.0,0.0,0.0,0.118,0.248,0.099
0.949,0.676,1.816,,,,0.949,0.676,1.816
