RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
8.697,12.674,7.553,4.537,20.301,0.0,13.234,32.976,7.553
0.123,0.185,0.107,0.017,0.078,0.0,0.107,0.111,0.107
1.414,1.46,1.417,0.375,0.384,,0.809,0.337,1.417
