RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.479,2.886,2.361,30.577,52.236,24.334,33.056,55.121,26.695
0.082,0.095,0.08,0.524,0.314,0.586,0.561,0.357,0.62
3.308,3.292,3.388,1.714,0.601,2.408,1.697,0.648,2.323
