RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
1.591,1.809,1.529,6.748,8.94,6.117,8.339,10.749,7.646
0.064,0.066,0.064,0.209,0.244,0.202,0.253,0.277,0.25
4.023,3.648,4.186,3.097,2.729,3.302,3.034,2.577,3.27
