RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
6.638,16.614,3.768,1.049,4.695,0.0,7.688,21.309,3.768
0.096,0.233,0.073,0.004,0.016,0.0,0.098,0.241,0.073
1.446,1.402,1.937,0.381,0.341,,1.275,1.131,1.937
