RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
11.46,35.398,4.571,0.001,0.0,0.001,11.46,35.398,4.572
0.059,0.089,0.057,0.0,0.0,0.0,0.059,0.089,0.057
0.515,0.251,1.247,0.0,,0.0,0.515,0.251,1.247
