RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
8.915,2.016,10.901,0.0,0.0,0.0,8.916,2.016,10.901
0.126,0.071,0.152,0.0,0.0,0.0,0.126,0.071,0.152
1.413,3.522,1.394,,,,1.413,3.522,1.394
