RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.959,1.567,0.785,0.296,0.856,0.135,1.256,2.423,0.92
0.058,0.096,0.056,0.011,0.036,0.007,0.059,0.103,0.059
6.048,6.126,7.134,3.716,4.206,5.185,4.697,4.251,6.413
