RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.579,5.056,4.441,0.33,1.475,0.0,4.908,6.532,4.441
0.079,0.13,0.079,0.008,0.038,0.0,0.084,0.157,0.079
1.725,2.571,1.779,2.424,2.576,,1.711,2.404,1.779
