RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.902,0.925,4.759,0.08,0.358,0.0,3.982,1.283,4.759
0.086,0.047,0.102,0.005,0.022,0.0,0.087,0.06,0.102
2.204,5.081,2.143,6.25,6.145,,2.185,4.677,2.143
