RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
7.993,22.978,3.79,0.001,0.0,0.001,7.993,22.978,3.79
0.079,0.186,0.063,0.0,0.0,0.0,0.079,0.186,0.063
0.988,0.809,1.662,0.0,,0.0,0.988,0.809,1.662
