RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
1.463,0.585,1.703,6.821,31.281,0.143,8.285,31.866,1.846
0.04,0.042,0.043,0.007,0.02,0.005,0.04,0.03,0.044
2.734,7.179,2.525,0.103,0.064,3.497,0.483,0.094,2.384
