RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
6.335,1.154,7.597,0.0,0.0,0.0,6.335,1.154,7.597
0.185,0.063,0.223,0.0,0.0,0.0,0.185,0.063,0.223
2.92,5.459,2.935,,,,2.92,5.459,2.935
