RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.866,5.796,3.311,0.0,0.0,0.0,3.866,5.796,3.311
0.071,0.139,0.061,0.0,0.0,0.0,0.071,0.139,0.061
1.837,2.398,1.842,,,,1.837,2.398,1.842
