RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
6.538,21.482,2.238,0.0,0.0,0.0,6.538,21.482,2.238
0.119,0.297,0.096,0.0,0.0,0.0,0.119,0.297,0.096
1.82,1.383,4.29,,,,1.82,1.383,4.29
