RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
43.182,4.894,54.2,0.001,0.0,0.001,43.183,4.894,54.201
0.186,0.111,0.213,0.0,0.0,0.0,0.186,0.111,0.213
0.431,2.268,0.393,0.0,,0.0,0.431,2.268,0.393
