RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
43.462,73.654,34.774,0.001,0.0,0.001,43.463,73.654,34.775
0.195,0.095,0.224,0.0,0.0,0.0,0.195,0.095,0.224
0.449,0.129,0.644,0.0,,0.0,0.449,0.129,0.644
