RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.812,1.956,5.635,0.0,0.0,0.0,4.812,1.956,5.635
0.095,0.067,0.114,0.0,0.0,0.0,0.095,0.067,0.114
1.974,3.425,2.023,,,,1.974,3.425,2.023
