RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.354,0.389,0.344,99.646,99.611,99.656,100.0,100.0,100.0
0.096,0.107,0.093,0.096,0.107,0.093,0.0,0.0,0.0
27.119,27.506,27.035,0.096,0.107,0.093,0.0,0.0,0.0
