RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.028,0.911,2.388,0.0,0.0,0.0,2.028,0.911,2.388
0.06,0.051,0.069,0.0,0.0,0.0,0.06,0.051,0.069
2.959,5.598,2.889,,,,2.959,5.598,2.889
