RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.608,1.322,5.554,13.185,34.48,7.056,17.793,35.803,12.61
0.102,0.062,0.12,0.156,0.093,0.176,0.227,0.103,0.264
2.214,4.69,2.161,1.183,0.27,2.494,1.276,0.288,2.094
