RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.912,1.071,4.729,0.005,0.024,0.0,3.917,1.095,4.729
0.08,0.053,0.094,0.0,0.002,0.0,0.08,0.053,0.094
2.045,4.949,1.988,0.0,8.333,,2.042,4.84,1.988
