RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.037,3.239,1.67,3.458,14.781,0.0,5.495,18.02,1.67
0.046,0.11,0.032,0.024,0.101,0.0,0.06,0.172,0.032
2.258,3.396,1.916,0.694,0.683,,1.092,0.954,1.916
