RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
7.95,18.306,4.97,3.293,14.735,0.0,11.243,33.041,4.97
0.158,0.338,0.128,0.011,0.049,0.0,0.158,0.346,0.128
1.987,1.846,2.575,0.334,0.333,,1.405,1.047,2.575
