RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.436,6.825,3.748,0.0,0.0,0.0,4.436,6.825,3.748
0.073,0.153,0.066,0.0,0.0,0.0,0.073,0.153,0.066
1.646,2.242,1.761,,,,1.646,2.242,1.761
