RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
9.302,21.63,5.754,0.0,0.0,0.0,9.302,21.63,5.754
0.098,0.195,0.085,0.0,0.0,0.0,0.098,0.195,0.085
1.054,0.902,1.477,,,,1.054,0.902,1.477
