RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
10.353,21.66,7.099,0.0,0.0,0.0,10.353,21.66,7.099
0.129,0.199,0.128,0.0,0.0,0.0,0.129,0.199,0.128
1.246,0.919,1.803,,,,1.246,0.919,1.803
