RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
9.123,21.367,5.6,0.0,0.0,0.0,9.123,21.367,5.6
0.096,0.194,0.084,0.0,0.0,0.0,0.096,0.194,0.084
1.052,0.908,1.5,,,,1.052,0.908,1.5
