RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
33.776,22.496,36.05,1.611,9.599,0.0,35.386,32.096,36.05
0.245,0.278,0.248,0.005,0.031,0.0,0.243,0.258,0.248
0.725,1.236,0.688,0.31,0.323,,0.687,0.804,0.688
