RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.617,1.622,4.191,0.016,0.07,0.0,3.632,1.692,4.191
0.084,0.071,0.094,0.001,0.005,0.0,0.084,0.07,0.094
2.322,4.377,2.243,6.25,7.143,,2.313,4.137,2.243
