RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
14.779,25.6,11.665,0.0,0.0,0.0,14.779,25.6,11.665
0.104,0.174,0.098,0.0,0.0,0.0,0.104,0.174,0.098
0.704,0.68,0.84,,,,0.704,0.68,0.84
