RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.758,4.859,3.441,0.0,0.0,0.0,3.758,4.859,3.441
0.117,0.135,0.115,0.0,0.0,0.0,0.117,0.135,0.115
3.113,2.778,3.342,,,,3.113,2.778,3.342
