RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.21,1.3,6.335,0.0,0.0,0.0,5.21,1.3,6.335
0.103,0.061,0.125,0.0,0.0,0.0,0.103,0.061,0.125
1.977,4.692,1.973,,,,1.977,4.692,1.973
