RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.026,6.735,4.534,0.0,0.0,0.0,5.026,6.735,4.534
0.135,0.188,0.128,0.0,0.0,0.0,0.135,0.188,0.128
2.686,2.791,2.823,,,,2.686,2.791,2.823
