RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.71,0.423,0.788,0.0,0.0,0.0,0.71,0.423,0.788
0.055,0.042,0.06,0.0,0.0,0.0,0.055,0.042,0.06
7.746,9.929,7.614,,,,7.746,9.929,7.614
