RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
1.589,1.864,1.51,1.148,3.582,0.448,2.738,5.446,1.959
0.086,0.092,0.085,0.058,0.163,0.029,0.139,0.244,0.111
5.412,4.936,5.629,5.052,4.551,6.473,5.077,4.48,5.666
