RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
6.816,14.179,4.698,0.0,0.0,0.0,6.816,14.179,4.698
0.164,0.329,0.135,0.0,0.0,0.0,0.164,0.329,0.135
2.406,2.32,2.874,,,,2.406,2.32,2.874
