RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
23.903,1.85,31.767,0.514,1.956,0.0,24.417,3.807,31.767
0.205,0.064,0.265,0.012,0.044,0.0,0.215,0.092,0.265
0.858,3.459,0.834,2.335,2.249,,0.881,2.417,0.834
