RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
7.754,22.226,3.589,0.0,0.0,0.0,7.754,22.226,3.589
0.093,0.198,0.077,0.0,0.0,0.0,0.093,0.198,0.077
1.199,0.891,2.145,,,,1.199,0.891,2.145
