RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
24.506,2.677,29.822,0.123,0.628,0.0,24.63,3.305,29.822
0.261,0.076,0.317,0.003,0.015,0.0,0.263,0.081,0.317
1.065,2.839,1.063,2.439,2.389,,1.068,2.451,1.063
