RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
0.902,2.647,0.425,0.0,0.0,0.0,0.902,2.647,0.425
0.058,0.145,0.042,0.0,0.0,0.0,0.058,0.145,0.042
6.43,5.478,9.882,,,,6.43,5.478,9.882
