RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.203,1.117,5.091,0.259,1.159,0.0,4.462,2.276,5.091
0.112,0.063,0.131,0.007,0.029,0.0,0.116,0.08,0.131
2.665,5.64,2.573,2.703,2.502,,2.6,3.515,2.573
