RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
13.706,15.462,13.199,11.231,45.253,1.423,24.937,60.715,14.622
0.129,0.146,0.125,0.029,0.113,0.007,0.102,0.046,0.12
0.941,0.944,0.947,0.258,0.25,0.492,0.409,0.076,0.821
