RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
21.919,2.45,27.522,0.0,0.0,0.0,21.919,2.45,27.522
0.139,0.08,0.168,0.0,0.0,0.0,0.139,0.08,0.168
0.634,3.265,0.61,,,,0.634,3.265,0.61
