RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
12.654,46.94,2.772,0.0,0.0,0.0,12.654,46.94,2.772
0.077,0.147,0.069,0.0,0.0,0.0,0.077,0.147,0.069
0.609,0.313,2.489,,,,0.609,0.313,2.489
