RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
6.408,1.247,7.893,0.0,0.0,0.0,6.408,1.247,7.893
0.104,0.06,0.127,0.0,0.0,0.0,0.104,0.06,0.127
1.623,4.812,1.609,,,,1.623,4.812,1.609
