RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.656,21.429,1.117,0.0,0.0,0.0,5.656,21.429,1.117
0.077,0.235,0.044,0.0,0.0,0.0,0.077,0.235,0.044
1.361,1.097,3.939,,,,1.361,1.097,3.939
