RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
12.049,0.946,15.244,0.0,0.0,0.0,12.049,0.946,15.244
0.079,0.047,0.094,0.0,0.0,0.0,0.079,0.047,0.094
0.656,4.968,0.617,,,,0.656,4.968,0.617
