RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
12.48,0.946,15.799,0.0,0.0,0.0,12.48,0.946,15.799
0.088,0.047,0.106,0.0,0.0,0.0,0.088,0.047,0.106
0.705,4.968,0.671,,,,0.705,4.968,0.671
