RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.797,4.98,2.168,15.879,23.958,13.554,18.676,28.938,15.722
0.139,0.216,0.124,0.444,0.412,0.476,0.525,0.494,0.546
4.97,4.337,5.72,2.796,1.72,3.512,2.811,1.707,3.473
