RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.79,17.573,1.112,0.0,0.0,0.0,4.79,17.573,1.112
0.079,0.25,0.044,0.0,0.0,0.0,0.079,0.25,0.044
1.649,1.423,3.957,,,,1.649,1.423,3.957
