RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.091,1.03,3.684,0.004,0.019,0.0,3.095,1.049,3.684
0.065,0.05,0.073,0.001,0.003,0.0,0.065,0.051,0.073
2.103,4.854,1.982,25.0,15.789,,2.1,4.862,1.982
