RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.611,5.002,1.923,0.0,0.0,0.0,2.611,5.002,1.923
0.106,0.179,0.096,0.0,0.0,0.0,0.106,0.179,0.096
4.06,3.579,4.992,,,,4.06,3.579,4.992
