RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
1.493,0.947,1.65,0.016,0.071,0.0,1.509,1.019,1.65
0.056,0.087,0.057,0.002,0.01,0.0,0.057,0.093,0.057
3.751,9.187,3.455,12.5,14.085,,3.777,9.127,3.455
