RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
4.415,2.186,5.056,0.0,0.0,0.0,4.415,2.186,5.056
0.095,0.077,0.11,0.0,0.0,0.0,0.095,0.077,0.11
2.152,3.522,2.176,,,,2.152,3.522,2.176
