RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
5.668,1.257,6.938,0.0,0.0,0.0,5.668,1.257,6.938
0.104,0.058,0.127,0.0,0.0,0.0,0.104,0.058,0.127
1.835,4.614,1.83,,,,1.835,4.614,1.83
