RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
9.308,1.256,11.626,0.0,0.0,0.0,9.308,1.256,11.626
0.106,0.058,0.129,0.0,0.0,0.0,0.106,0.058,0.129
1.139,4.618,1.11,,,,1.139,4.618,1.11
