RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
3.687,1.57,4.296,0.0,0.0,0.0,3.687,1.57,4.296
0.075,0.067,0.087,0.0,0.0,0.0,0.075,0.067,0.087
2.034,4.268,2.025,,,,2.034,4.268,2.025
