RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
8.858,1.256,11.045,0.0,0.0,0.0,8.858,1.256,11.045
0.095,0.058,0.115,0.0,0.0,0.0,0.095,0.058,0.115
1.072,4.618,1.041,,,,1.072,4.618,1.041
