RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.825,7.092,1.597,0.0,0.0,0.001,2.825,7.092,1.597
0.136,0.271,0.112,0.0,0.0,0.0,0.136,0.271,0.112
4.814,3.821,7.013,,,0.0,4.814,3.821,7.013
