RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
1.734,5.17,0.745,0.0,0.0,0.001,1.735,5.17,0.746
0.076,0.195,0.048,0.0,0.0,0.0,0.076,0.195,0.048
4.383,3.772,6.443,,,0.0,4.38,3.772,6.434
