RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.662,5.504,1.844,0.0,0.0,0.0,2.662,5.504,1.845
0.136,0.228,0.119,0.0,0.0,0.0,0.136,0.228,0.119
5.109,4.142,6.453,,,,5.109,4.142,6.45
