RAN-All,RAN-I,RAN-P,E2E-All,E2E-I,E2E-P,Total-All,Total-I,Total-P
2.701,5.806,1.808,0.0,0.0,0.0,2.701,5.806,1.808
0.095,0.144,0.089,0.0,0.0,0.0,0.095,0.144,0.089
3.517,2.48,4.923,,,,3.517,2.48,4.923
